番号,単語,意味
3219,negative,否定的な、消極的な、負の、否定、(写真の)ネガ
3220,negativity,否定的態度、消極性
3221,neglect,軽視、怠慢、軽視する、放っておく、怠る
3222,negotiate,交渉する、を交渉して取り決める
3223,neighbor,近所の人、隣人、隣国（の人）、仲間
3224,neighborhood,地域、近所
3225,neither,どちらも…ない、Ｓもまた…ない
3226,nephew,甥
3227,Neptune,海王星
3228,nerve,神経、神経過敏、～する度胸
3229,nervous,神経の、神経質な、臆病な、あがった、緊張した
3230,nervousness,神経質、いらいらすること、臆病
3231,nest,（鳥・昆虫などの）巣
3232,net,正味の、掛け値なしの
3233,network,網状のもの、放送網、ネットワーク
3234,neurochemical,神経化学の
3235,neuron,神経単位（ニューロン）
3236,neuronal,神経単位の、ニューロンの
3237,neuroscience,神経科学
3238,neutral,中立の、はっきりしない
3239,nevertheless,それにもかかわらず
3240,nightmare,悪夢、悪夢のような経験〔事態〕
3241,nitrogen,窒素
3242,noble,気高い、貴族の、貴族
3243,nobody,誰も…ない、無名の人
3244,nod,うなずく、会釈する、いねむりする
3245,nominate,指名する
3246,none,どれも（誰も）…ない
3247,nonetheless,それにもかかわらず、それでもなお
3248,nonsense,ばかげた物［話、考え］、無意味な言葉
3249,nor,Ｓもまた…ない
3250,norm,規範、標準
3251,normal,標準の、正常な、標準
3252,north,北（部）（の）
3253,nostril,鼻の穴、鼻孔
3254,nosy,詮索好きな、おせっかいな
3255,notable,注目に値する、著名な
3256,notably,とりわけ
3257,note,注意する、気づく、メモ、紙幣、注釈、音符、(声の)調子
3258,notice,気づく、通知する、言及する
3259,noticeable,著しい、目立つ
3260,notify,知らせる、通知する
3261,notion,概念、考え、意見、気まぐれな考え
3262,notorious,悪名高い
3263,notwithstanding,それにもかかわらず
3264,nourish,に栄養を与える、を育てる
3265,novel,小説、斬新な
3266,novelty,目新しさ
3267,nowadays,近ごろは
3268,nowhere,どこにも…ない、実在しない場所
3269,noxious,有害な、有毒な
3270,nuance,に微妙な違いを与える；微妙な違い
3271,nuclear,核の、原子力の、中心の、核兵器
3272,nuisance,迷惑な行為や人
3273,numb,麻痺させる、無感覚になった、麻痺した
3274,numerous,非常に数の多い
3275,nun,修道女、尼僧
3276,nursery,託児所、保育園、子供部屋、園芸店、養殖場
3277,nursing,保育、看護
3278,nurture,～を養育する、～を育てる、～を教育する
3279,nutrient,栄養になる、滋養に富む、栄養物、栄養素
3280,nutrition,栄養（物・摂取）
3281,nutritional,栄養（上）の
3282,nutritious,栄養になる
3283,oath,誓い、誓約
3284,obedient,従順な、素直な
3285,obese,肥満した
3286,obesity,（病的）肥満
3287,obey,(命令・指示など)に従う
3288,object,反対する、（…）と言って反対する（that節）
3289,objectionable,不快な、反対すべき
3290,objective,目的、目標、客観的な
3291,obligation,義務、恩義
3292,obligatory,しなければならない、義務である
3293,oblige,～に…させる、～に親切にする、～に恩恵を与える
3294,obscure,あいまいな、不明瞭な、無名の、人目に付かない
3295,observance,（法・規則の）順守
3296,observant,観察の鋭い
3297,observe,観察する、を守る、（祝祭日など）を祝う、～と言う
3298,observer,監視員、観察者
3299,obsess,取りつく、（必要以上に）気にする
3300,obsessed,とりつかれている
3301,obsession,（考えなどに）取りつかれること、妄想、強迫観念
3302,obsolete,廃れた、使われなくなった、古くなった
3303,obstacle,障害（物）
3304,obstinate,頑固な、しつこい
3305,obstruct,妨害する、ふさぐ、さえぎる
3306,obtain,入手する
3307,obvious,明らかな、見てすぐわかる、分かり切った
3308,obviously,明らかに、当然ながら
3309,occasion,場合、時、出来事、機会、行事、（～する）根拠
3310,occasionally,時々
3311,occupancy,占有
3312,occupation,職業、占領
3313,occupy,占める、～に（賃借で）住む
3314,occur,起こる、（考えなどが）（突然）浮かぶ
3315,ocean,（通例the）大洋
3316,odd,変わった、片方の、奇数の、端数の、少しの
3317,odds,(優劣などの)差、勝ち目、可能性
3318,odor,におい、気配
3319,offend,の気分を害する、罪を犯す
3320,offending,怒らせる
3321,offensive,不快な、無礼な、攻撃的な
3322,offer,提供する、申し出る、差し出す
3323,office,地位、職場、事務所、研究室
3324,official,公の、公式の、公務（上）の、お役所風の
3325,offset,相殺する、埋め合わせする、埋め合わせ
3326,offspring,（単複両扱い）(人などの)子(孫)
3327,old-fashioned,時代（流行）遅れの
3328,ominous,不吉な
3329,omit,除外する、省略する、うっかり忘れる
3330,ongoing,継続している、進行中の
3331,online,オンラインの（で）
3332,onset,発症
3333,on-the-job,実地の、職場での
3334,onto,の上へ
3335,operate,操作する、動く、作用する、手術する
3336,opinion,意見
3337,opponent,相手、敵、対抗者、反対者
3338,opportunity,機会
3339,oppose,～に反対する、～を（…に）対立させる
3340,oppress,抑圧［迫害］する、悩ませる
3341,oppression,圧迫、圧制、圧迫感
3342,oppressive,重苦しい、過酷な、圧倒的な、暑苦しい
3343,opt,(他よりも～の方を)選択する、決める
3344,optimism,楽観主義
3345,optimistic,楽観的な
3346,option,選択肢、選択（権の自由）
3347,optional,任意の、選択が自由の
3348,oral,口頭での、口（内）の
3349,orbit,軌道、（活動・勢力などの）範囲
3350,ordeal,苦労、試練
3351,order,命令、注文、順番、秩序、を命令する、を注文する
3352,ordinary,普通の、正規の、ありふれた、平凡な
3353,organ,（体の）器官、（政府などの）機関、組織、オルガン
3354,organic,有機栽培の
3355,organism,有機体、生物、組織体
3356,organization,組織（化）、団体
3357,organize,組織する、体系づける、準備する、整える
3358,organizer,主催者、まとめ役、幹事
3359,orient,〔受身形で〕～に向いている、～に慣らす
3360,oriented,志向の
3361,origin,起源、由来、発端、生まれ、血統
3362,originally,元来は、初めは
3363,originate,由来する、生じる、始まる
3364,ornament,（室内・庭園の）装飾品、置物、を飾る
3365,orphan,孤児
3366,otherwise,さもなければ、その他の点で、違ったふうに、別のやり方で
3367,ought,～すべきである
3368,outbreak,（悪いことの）突発、発生、暴動、反乱
3369,outburst,(火山・怒り・笑いなど)の爆発
3370,outcast,見捨てられた人、浮浪者
3371,outcome,結果、成果
3372,outdated,時代遅れの、古くて役に立たない、期限切れの
3373,outer,外側の、中心から離れている
3374,outfit,衣服、用具一式、装備を用意する
3375,outgoing,社交的な、積極的な、引退する
3376,outlet,直売店、特売店、はけ口、（電気の）コンセント
3377,outline,概略、輪郭、要点を言う、輪郭をつける
3378,outlive,他の人より長生きする
3379,outlook,態度、考え方、見通し、見込み
3380,outnumber,に数でまさる
3381,outpace,～より速いペースで進む
3382,output,生産高、（コンピューターなどの）出力
3383,outraged,憤慨している
3384,outrageous,法外な、途方もない、けしからぬ
3385,outrageously,ひどく、法外に
3386,outset,最初
3387,outsider,部外者、門外漢
3388,outsmart,出し抜く
3389,outsource,を外注する、を業務委託する
3390,outstanding,際立った、未払いの、未解決の
3391,outweigh,より重要である、に勝る、より重い
3392,overall,全体の、全面（全般）的な、全体として
3393,overcast,覆い隠す；悲しみで包まれた
3394,overcome,打ち勝つ、克服する、[受け身で]うちのめされる
3395,overconfident,自信過剰な
3396,overdo,を使い過ぎる、をやり過ぎる
3397,overdue,支払期限を過ぎた、(予定の日時より)遅れた
3398,overestimate,を過大評価する[見積もる]
3399,overfishing,（魚の）乱獲
3400,overflow,あふれる、あふれ出ること[人・物]
3401,overhaul,(システムなど)を総点検する、を分解修理する
3402,overhear,ふと耳にする
3403,overlap,重なり合う、共通するところがある、重ね合わす、重複
3404,overlay,を覆う、を上塗りする
3405,overload,に負荷をかけすぎる
3406,overlook,見落とす、大目に見る、見下ろす
3407,overly,あまりに、過度に
3408,overnight,一晩で、一晩中、急に、突然
3409,overpower,を圧倒する
3410,overrate,過大評価される
3411,overseas,海外へ［に、で]
3412,oversee,（労働者・仕事・活動など)を監督する、を監視する
3413,overshadow,影を投げかける、～の影を薄くする
3414,oversight,見落とし、監督、管理
3415,overspend,（お金を）使いすぎる
3416,overstate,大げさに話す、誇張する
3417,overtake,～に追いつく、（災難・強い感情などが）を襲う
3418,overthrow,倒す、崩壊させる、崩壊、打倒、転覆
3419,overweight,太りすぎの
3420,overwhelm,圧倒する、打ちのめす
3421,overwhelming,圧倒的な
3422,overwork,働きすぎる、～を働かせすぎる，酷使する、過労
3423,owe,に借金がある、に恩を受けている
3424,owing,のために
3425,owl,フクロウ
3426,own,所有している、（事実・罪など）を認める
3427,ownership,所有権、所有者であること
3428,oxygen,酸素
3429,oyster,カキ
3430,pace,歩調、進度
3431,Pacific,太平洋
3432,pack,詰める、包む、衣類を詰める、1箱
3433,package,を荷造り（包装）する；包み、容器
